     8.500244E+01    8.512500E+01    8.524609E+01    8.536621E+01    8.548584E+01    8.560449E+01    8.572168E+01    8.583789E+01    8.595557E+01    8.606934E+01
     8.618408E+01    8.629736E+01    8.640967E+01    8.652246E+01    8.663232E+01    8.674268E+01    8.685107E+01    8.695947E+01    8.706641E+01    8.717285E+01
     8.727588E+01    8.738037E+01    8.748535E+01    8.758740E+01    8.768848E+01    8.778955E+01    8.788867E+01    8.798926E+01    8.808545E+01    8.818213E+01
     8.827832E+01    8.837256E+01    8.846680E+01    8.856055E+01    8.865381E+01    8.874609E+01    8.883691E+01    8.892529E+01    8.901465E+01    8.910352E+01
     8.918945E+01    8.927588E+01    8.936230E+01    8.944531E+01    8.952832E+01    8.961133E+01    8.969336E+01    8.977441E+01    8.985400E+01    8.993213E+01
     9.001074E+01    9.034570E+01    9.066309E+01    9.096289E+01    9.124512E+01    9.150830E+01    9.175342E+01    9.198193E+01    9.219141E+01    9.238232E+01
     9.255420E+01    9.271094E+01    9.284912E+01    9.296826E+01    9.306836E+01    9.315234E+01    9.321729E+01    9.326465E+01    9.329443E+01    9.330518E+01
     9.329932E+01    9.327588E+01    9.323242E+01    9.317334E+01    9.309521E+01    9.299951E+01    9.288770E+01    9.275781E+01    9.260840E+01    9.244336E+01
     9.225977E+01    9.206055E+01    9.184229E+01    9.160693E+01    9.135352E+01    9.108350E+01    9.079736E+01    9.049316E+01    9.017090E+01    8.983203E+01
     8.947705E+01    8.910352E+01    8.871533E+01    8.830859E+01    8.788574E+01    8.744727E+01    8.699121E+01    8.651855E+01    8.602881E+01    8.552344E+01
     8.500195E+01    8.499854E+01    8.553857E+01    8.607227E+01    8.659814E+01    8.712012E+01    8.763379E+01    8.814160E+01    8.864355E+01    8.913721E+01
     8.962598E+01    9.010840E+01    9.058398E+01    9.105273E+01    9.151416E+01    9.197070E+01    9.241992E+01    9.286279E+01    9.329980E+01    9.372705E+01
     9.415137E+01    9.456934E+01    9.497705E+01    9.538086E+01    9.577734E+01    9.616748E+01    9.654980E+01    9.692676E+01    9.729736E+01    9.765918E+01
