    -1.203654E+01   -1.202091E+01   -1.200528E+01   -1.198964E+01   -1.197401E+01   -1.195838E+01   -1.194274E+01   -1.192711E+01   -1.191147E+01   -1.189583E+01
    -1.188019E+01   -1.186455E+01   -1.184891E+01   -1.183327E+01   -1.181763E+01   -1.180198E+01   -1.178634E+01   -1.177070E+01   -1.175505E+01   -1.173941E+01
    -1.172376E+01   -1.170811E+01   -1.169246E+01   -1.167682E+01   -1.166116E+01   -1.164551E+01   -1.162986E+01   -1.161421E+01   -1.159856E+01   -1.158291E+01
    -1.156725E+01   -1.155160E+01   -1.153594E+01   -1.152029E+01   -1.150463E+01   -1.148898E+01   -1.147332E+01   -1.145766E+01   -1.144201E+01   -1.142635E+01
    -1.141069E+01   -1.139503E+01   -1.137938E+01   -1.136372E+01   -1.134806E+01   -1.133240E+01   -1.131674E+01   -1.130108E+01   -1.128542E+01   -1.126976E+01
    -1.125410E+01   -1.118439E+01   -1.111468E+01   -1.104497E+01   -1.097527E+01   -1.090557E+01   -1.083587E+01   -1.076618E+01   -1.069651E+01   -1.062684E+01
    -1.055719E+01   -1.048755E+01   -1.041792E+01   -1.034832E+01   -1.027873E+01   -1.020917E+01   -1.013963E+01   -1.007011E+01   -1.000062E+01   -9.931160E+00
    -9.861732E+00   -9.792333E+00   -9.722969E+00   -9.653638E+00   -9.584345E+00   -9.515087E+00   -9.445872E+00   -9.376698E+00   -9.307570E+00   -9.238485E+00
    -9.169446E+00   -9.100455E+00   -9.031516E+00   -8.962626E+00   -8.893791E+00   -8.825012E+00   -8.756284E+00   -8.687616E+00   -8.619009E+00   -8.550461E+00
    -8.481978E+00   -8.413559E+00   -8.345203E+00   -8.276916E+00   -8.208697E+00   -8.140549E+00   -8.072469E+00   -8.004462E+00   -7.936534E+00   -7.868680E+00
    -7.800903E+00   -1.338628E+01   -1.334408E+01   -1.330186E+01   -1.325962E+01   -1.321737E+01   -1.317509E+01   -1.313279E+01   -1.309048E+01   -1.304814E+01
    -1.300580E+01   -1.296343E+01   -1.292104E+01   -1.287864E+01   -1.283623E+01   -1.279380E+01   -1.275135E+01   -1.270889E+01   -1.266642E+01   -1.262393E+01
    -1.258143E+01   -1.253891E+01   -1.249638E+01   -1.245384E+01   -1.241129E+01   -1.236872E+01   -1.232614E+01   -1.228356E+01   -1.224096E+01   -1.219835E+01
    -1.215573E+01   -1.211310E+01   -1.207047E+01   -1.202782E+01   -1.198517E+01   -1.194251E+01   -1.189984E+01   -1.185717E+01   -1.181448E+01   -1.177180E+01
    -1.172910E+01   -1.168640E+01   -1.164370E+01   -1.160099E+01   -1.155828E+01   -1.151556E+01   -1.147284E+01   -1.143011E+01   -1.138739E+01   -1.134466E+01
    -1.130193E+01   -1.125920E+01   -1.116142E+01   -1.106365E+01   -1.096588E+01   -1.086811E+01   -1.077036E+01   -1.067263E+01   -1.057492E+01   -1.047724E+01
    -1.037959E+01   -1.028199E+01   -1.018442E+01   -1.008690E+01   -9.989428E+00   -9.892014E+00   -9.794662E+00   -9.697379E+00   -9.600161E+00   -9.503021E+00
    -9.405959E+00   -9.308983E+00   -9.212093E+00   -9.115295E+00   -9.018597E+00   -8.922003E+00   -8.825510E+00   -8.729130E+00   -8.632863E+00   -8.536716E+00
    -8.440696E+00   -8.344799E+00   -8.249034E+00   -8.153408E+00   -8.057917E+00   -7.962573E+00   -7.867378E+00   -7.772334E+00   -7.677442E+00   -7.582716E+00
